Feature ID	Accession ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.353979.peg.1282	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	375360	374821	-3	-	540	Intracellular septation protein IspA	CBSS-211586.9.peg.2729; <br>Intracellular septation in Enterobacteria	 	 
fig|6666666.353979.peg.1283	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	376161	375418	-3	-	744	Membrane protein YciC, linked to IspA	Intracellular septation in Enterobacteria	 	 
fig|6666666.353979.peg.1284	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	376336	376187	-1	-	150	Ferredoxin	Inorganic Sulfur Assimilation; <br>Soluble cytochromes and functionally related electron carriers	 	 
fig|6666666.353979.peg.1285	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	376874	377506	2	+	633	Outer membrane protein W precursor	- none -	 	 
fig|6666666.353979.peg.1286	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	377994	377560	-3	-	435	Universal stress protein F	Universal stress protein family	 	 
fig|6666666.353979.peg.1287	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	378368	378135	-2	-	234	FIG00626672: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1288	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	379576	378365	-1	-	1212	Putative transport system permease protein	- none -	 	 
fig|6666666.353979.peg.1289	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	380411	379797	-2	-	615	Probable transmembrane protein	- none -	 	 
fig|6666666.353979.peg.1290	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	381034	380531	-1	-	504	Probable transcription regulator Mig-14	- none -	 	 
fig|6666666.353979.peg.1291	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	381078	381197	3	+	120	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1292	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	382436	381627	-2	-	810	Tryptophan synthase alpha chain (EC 4.2.1.20)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|6666666.353979.peg.1293	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	383629	382436	-1	-	1194	Tryptophan synthase beta chain (EC 4.2.1.20)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|6666666.353979.peg.1294	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	384998	383640	-2	-	1359	Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis; <br>Tryptophan synthesis	 	 
fig|6666666.353979.peg.1295	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	386597	385002	-2	-	1596	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) / Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis; <br>Tryptophan synthesis	 	 
fig|6666666.353979.peg.1296	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	388159	386597	-1	-	1563	Anthranilate synthase, aminase component (EC 4.1.3.27)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|6666666.353979.peg.1297	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	388428	389321	3	+	894	COG0613, Predicted metal-dependent phosphoesterases (PHP family)	YrdC-YciO-Sua5 protein family; <br>tRNA modification Bacteria	 	 
fig|6666666.353979.peg.1298	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	389318	389938	2	+	621	Hypothetical YciO protein, TsaC/YrdC paralog	YrdC-YciO-Sua5 protein family	 	 
fig|6666666.353979.peg.1299	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	390035	390910	2	+	876	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	RNA pseudouridine syntheses	 	 
fig|6666666.353979.peg.1300	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	391534	390944	-1	-	591	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Cobalamin synthesis; <br>Coenzyme B12 biosynthesis	 	 
fig|6666666.353979.peg.1301	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	392292	391531	-3	-	762	FIG00553873: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1302	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	392544	393590	3	+	1047	Possible protease sohB (EC 3.4.21.-)	- none -	 	 
fig|6666666.353979.peg.1303	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	393876	393625	-3	-	252	FIG00948954: hypothetical protein YciN	- none -	 	 
fig|6666666.353979.peg.1304	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	394276	396873	1	+	2598	DNA topoisomerase I (EC 5.99.1.2)	CBSS-272943.3.peg.1367; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>DNA topoisomerases, Type I, ATP-independent	 	 
fig|6666666.353979.peg.1305	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	397061	398035	2	+	975	Cys regulon transcriptional activator CysB	Cysteine Biosynthesis; <br>LysR-family proteins in Escherichia coli	 	 
fig|6666666.353979.peg.1306	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	398386	398514	1	+	129	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1307	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	398517	398687	3	+	171	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1308	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	398807	398923	2	+	117	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1309	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	399084	401759	3	+	2676	Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	Glyoxylate bypass; <br>Serine-glyoxylate cycle; <br>TCA Cycle	 	 
fig|6666666.353979.peg.1310	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	402387	401797	-3	-	591	GTP cyclohydrolase II (EC 3.5.4.25)	Molybdenum cofactor biosynthesis; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster	 	 
fig|6666666.353979.peg.1311	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	402585	403352	3	+	768	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Osmotic stress cluster	 	 
fig|6666666.353979.peg.1312	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	403501	403809	1	+	309	Inner membrane protein yciS	- none -	 	 
fig|6666666.353979.peg.1313	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	403816	404985	1	+	1170	Heat shock (predicted periplasmic) protein YciM, precursor	Osmotic stress cluster	 	 
fig|6666666.353979.peg.1314	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	405078	405908	3	+	831	Orotidine 5&#39;-phosphate decarboxylase (EC 4.1.1.23)	De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster	 	 
fig|6666666.353979.peg.1315	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	405908	406234	2	+	327	Translation initiation factor SUI1-related protein	Translation initiation factors bacterial	 	 
fig|6666666.353979.peg.1316	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	406559	406341	-2	-	219	Osmotically inducible lipoprotein B precursor	Osmotic stress cluster	 	 
fig|6666666.353979.peg.1317	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	407575	406823	-1	-	753	Transcriptional regulatory protein YciT	Osmotic stress cluster	 	 
fig|6666666.353979.peg.1318	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	407801	407619	-2	-	183	FIG00626937: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1319	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	407995	408864	1	+	870	Enoyl-CoA hydratase (EC 4.2.1.17)	Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Polyhydroxybutyrate metabolism	 	 
fig|6666666.353979.peg.1320	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	410852	408861	-2	-	1992	FIG00626766: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1321	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	413110	411176	-1	-	1935	Exoribonuclease II (EC 3.1.13.1)	RNA processing and degradation, bacterial	 	 
fig|6666666.353979.peg.1322	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	414185	413199	-2	-	987	FIG01220641: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1323	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	415128	414340	-3	-	789	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	Fatty Acid Biosynthesis FASII	 	 
fig|6666666.353979.peg.1324	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	416059	415253	-1	-	807	Peptide transport system ATP-binding protein SapF	- none -	 	 
fig|6666666.353979.peg.1325	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	417053	416061	-2	-	993	Peptide transport system ATP-binding protein SapD	- none -	 	 
fig|6666666.353979.peg.1326	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	417943	417053	-1	-	891	Peptide transport system permease protein sapC (TC 3.A.1.5.5)	- none -	 	 
fig|6666666.353979.peg.1327	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	418895	417930	-2	-	966	Peptide transport system permease protein SapB	- none -	 	 
fig|6666666.353979.peg.1328	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	420532	418892	-1	-	1641	Peptide transport periplasmic protein SapA	- none -	 	 
fig|6666666.353979.peg.1329	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	421598	420621	-2	-	978	Psp operon transcriptional activator	Phage shock protein (psp) operon	 	 
fig|6666666.353979.peg.1330	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	421765	422433	1	+	669	Phage shock protein A	Phage shock protein (psp) operon	 	 
fig|6666666.353979.peg.1331	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	422488	422712	1	+	225	Phage shock protein B	Phage shock protein (psp) operon	 	 
fig|6666666.353979.peg.1332	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	422712	423071	3	+	360	Phage shock protein C	Phage shock protein (psp) operon	 	 
fig|6666666.353979.peg.1333	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	423084	423302	3	+	219	Phage shock protein D	Phage shock protein (psp) operon	 	 
fig|6666666.353979.peg.1334	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	423418	424815	1	+	1398	Conserved protein YcjX with nucleoside triphosphate hydrolase domain	A conserved operon linked to TyrR and possibly involved in virulence	 	 
fig|6666666.353979.peg.1335	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	424812	425864	3	+	1053	Membrane protein YcjF	A conserved operon linked to TyrR and possibly involved in virulence	 	 
fig|6666666.353979.peg.1336	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	425977	427518	1	+	1542	Transcriptional repressor protein TyrR	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Phenylalanine and Tyrosine Branches from Chorismate	 	 
fig|6666666.353979.peg.1337	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	428764	427556	-1	-	1209	FIG00731333: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1338	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	429546	429040	-3	-	507	Thiol peroxidase, Tpx-type (EC 1.11.1.15)	CBSS-257314.1.peg.752; <br>Thioredoxin-disulfide reductase	 	 
fig|6666666.353979.peg.1339	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	429654	430619	3	+	966	L-alanine-DL-glutamate epimerase	Muconate lactonizing enzyme family; <br>Recycling of Peptidoglycan Amino Acids; <br>Recycling of Peptidoglycan Amino Acids cluster	 	 
fig|6666666.353979.peg.1340	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	431323	430610	-1	-	714	Gamma-D-Glutamyl-meso-Diaminopimelate Amidase	Recycling of Peptidoglycan Amino Acids; <br>Recycling of Peptidoglycan Amino Acids cluster	 	 
fig|6666666.353979.peg.1341	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	431509	433125	1	+	1617	Periplasmic Murein Peptide-Binding Protein MppA	Recycling of Peptidoglycan Amino Acids; <br>Recycling of Peptidoglycan Amino Acids cluster	 	 
fig|6666666.353979.peg.1342	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	433751	433185	-2	-	567	ThiJ/PfpI family protein	- none -	 	 
fig|6666666.353979.peg.1343	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	434107	433967	-1	-	141	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1344	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	435414	434182	-3	-	1233	Serine phosphatase RsbU, regulator of sigma subunit	SigmaB stress responce regulation	 	 
fig|6666666.353979.peg.1345	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	437636	435507	-2	-	2130	Sensory box/GGDEF family protein	- none -	 	 
fig|6666666.353979.peg.1346	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	438093	439247	3	+	1155	Putative methyl-accepting chemotaxis protein	- none -	 	 
fig|6666666.353979.peg.1347	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	440411	439281	-2	-	1131	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	Bacterial hemoglobins	 	 
fig|6666666.353979.peg.1348	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	440609	441592	2	+	984	Zinc transport protein ZntB	- none -	 	 
fig|6666666.353979.peg.1349	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	442063	443436	1	+	1374	ATP-dependent 23S rRNA helicase DbpA	ATP-dependent RNA helicases, bacterial	 	 
fig|6666666.353979.peg.1350	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	444414	443479	-3	-	936	tRNA(Cytosine32)-2-thiocytidine synthetase	CBSS-326442.4.peg.1852; <br>tRNA modification Bacteria	 	 
fig|6666666.353979.peg.1351	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	445352	444453	-2	-	900	Putative integrase for prophage CP-933R	- none -	 	 
fig|6666666.353979.peg.1352	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	445578	445339	-3	-	240	Phage exonuclease	- none -	 	 
fig|6666666.353979.peg.1353	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	445611	446111	3	+	501	replication protein P	- none -	 	 
fig|6666666.353979.peg.1354	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	446246	447418	2	+	1173	RelA/SpoT domain protein	- none -	 	 
fig|6666666.353979.peg.1355	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	448472	447588	-2	-	885	potassium channel protein	- none -	 	 
fig|6666666.353979.peg.1356	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	449407	449874	1	+	468	Mobile element protein	- none -	 	 
fig|6666666.353979.peg.1357	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	449877	450623	3	+	747	Mobile element protein	- none -	 	 
fig|6666666.353979.peg.1358	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	451306	451193	-1	-	114	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1359	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	451740	452342	3	+	603	Phage protein	- none -	 	 
fig|6666666.353979.peg.1360	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	452551	452832	1	+	282	FIG01049733: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1361	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	452829	453185	3	+	357	endodeoxyribonuclease RusA	- none -	 	 
fig|6666666.353979.peg.1362	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	453182	453319	2	+	138	Gifsy-1 prophage	- none -	 	 
fig|6666666.353979.peg.1363	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	453319	454152	1	+	834	Phage antitermination protein Q	- none -	 	 
fig|6666666.353979.peg.1364	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	454555	454358	-1	-	198	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1365	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	454764	454988	3	+	225	lysis S family protein	- none -	 	 
fig|6666666.353979.peg.1366	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	454966	455460	1	+	495	Lysozyme (EC 3.2.1.17)	- none -	 	 
fig|6666666.353979.peg.1367	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	455457	455918	3	+	462	Phage endopeptidase	- none -	 	 
fig|6666666.353979.peg.1368	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	456589	457053	1	+	465	Phage terminase small subunit	Phage packaging machinery	 	 
fig|6666666.353979.peg.1369	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	457095	457556	3	+	462	62kDa structural protein	- none -	 	 
fig|6666666.353979.peg.1370	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	458470	458622	1	+	153	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1371	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	459052	459180	1	+	129	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1372	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	459254	459598	2	+	345	Putative inner membrane protein	- none -	 	 
fig|6666666.353979.peg.1373	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	459694	460149	1	+	456	Glyoxalase/bleomycin resistance protein/dioxygenase	- none -	 	 
fig|6666666.353979.peg.1374	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	460160	460708	2	+	549	Ribosomal-protein-serine acetyltransferase (EC 2.3.1.-)	- none -	 	 
fig|6666666.353979.peg.1375	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	460834	461283	1	+	450	FIG00553989: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1376	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	461552	462583	2	+	1032	O-demethylpuromycin-O-methyltransferase (EC 2.1.1.38)	- none -	 	 
fig|6666666.353979.peg.1377	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	462675	462872	3	+	198	FIG00731379: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1378	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	463036	462890	-1	-	147	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1379	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	463155	463283	3	+	129	Gfa-like protein	- none -	 	 
fig|6666666.353979.peg.1380	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	463427	463302	-2	-	126	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.1381	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	464682	463573	-3	-	1110	Outer membrane protein N precursor	- none -	 	 
fig|6666666.353979.peg.1382	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	468596	465072	-2	-	3525	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	Methionine Degradation; <br>Pyruvate:ferredoxin oxidoreductase	 	 
fig|6666666.353979.peg.1383	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	468967	469134	1	+	168	probable lipoprotein YPO2331	- none -	 	 
fig|6666666.353979.peg.1384	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	469572	469135	-3	-	438	Heat shock protein hslJ	- none -	 	 
fig|6666666.353979.peg.1385	PZPP01000001.1	CDS	enterobacter_cloacae_contig-09_1582130	469828	469700	-1	-	129	hypothetical protein	- none -	 	 
