Category	Subcategory	Subsystem	Role	Features
RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	fig|6666666.353979.peg.3531
RNA Metabolism	RNA processing and modification	RNA methylation	hypothetical tRNA/rRNA methyltransferase yfiF [EC:2.1.1.-]	fig|6666666.353979.peg.3732
RNA Metabolism	RNA processing and modification	RNA methylation	LSU rRNA 2'-O-methyl-C2498 methyltransferase RlmM	fig|6666666.353979.peg.3969
RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	fig|6666666.353979.peg.155
RNA Metabolism	RNA processing and modification	RNA methylation	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	fig|6666666.353979.peg.16
RNA Metabolism	RNA processing and modification	RNA methylation	LSU m3Psi1915 methyltransferase RlmH	fig|6666666.353979.peg.2947
RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (Uracil-5-) -methyltransferase rumB (EC 2.1.1.-)	fig|6666666.353979.peg.2461
RNA Metabolism	RNA processing and modification	RNA methylation	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)	fig|6666666.353979.peg.292
RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA large subunit methyltransferase A (EC 2.1.1.51)	fig|6666666.353979.peg.1111
RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (Uracil-5-) -methyltransferase RumA (EC 2.1.1.-)	fig|6666666.353979.peg.3954
RNA Metabolism	RNA processing and modification	RNA methylation	LSU m5C1962 methyltransferase RlmI	fig|6666666.353979.peg.2337
RNA Metabolism	RNA processing and modification	RNA methylation	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	fig|6666666.353979.peg.770
RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)	fig|6666666.353979.peg.523
RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	fig|6666666.353979.peg.3677
RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	fig|6666666.353979.peg.3755
RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (guanine-N-2-) -methyltransferase rlmL EC 2.1.1.-)	fig|6666666.353979.peg.2355
RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (guanine-N-2-) -methyltransferase rlmG (EC 2.1.1.-)	fig|6666666.353979.peg.2723
RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.-)	fig|6666666.353979.peg.1095
RNA Metabolism	RNA processing and modification	RNA methylation	tRNA-specific 2-thiouridylase MnmA	fig|6666666.353979.peg.2065
RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.52)	fig|6666666.353979.peg.704
RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	ATP-dependent RNA helicase RhlE	fig|6666666.353979.peg.2822
RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	ATP-dependent RNA helicase RhlB	fig|6666666.353979.peg.4355
RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	ATP-dependent 23S rRNA helicase DbpA	fig|6666666.353979.peg.1349
RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	ATP-dependent RNA helicase SrmB	fig|6666666.353979.peg.3729
RNA Metabolism	RNA processing and modification	16S rRNA modification within P site of ribosome	Penicillin-binding protein 2 (PBP-2)	fig|6666666.353979.peg.2948
RNA Metabolism	RNA processing and modification	16S rRNA modification within P site of ribosome	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	fig|6666666.353979.peg.802, fig|6666666.353979.peg.1110
RNA Metabolism	RNA processing and modification	16S rRNA modification within P site of ribosome	Cell division protein MraZ	fig|6666666.353979.peg.799
RNA Metabolism	RNA processing and modification	16S rRNA modification within P site of ribosome	rRNA small subunit methyltransferase H	fig|6666666.353979.peg.800
RNA Metabolism	RNA processing and modification	16S rRNA modification within P site of ribosome	rRNA small subunit methyltransferase I	fig|6666666.353979.peg.3994
RNA Metabolism	RNA processing and modification	16S rRNA modification within P site of ribosome	Cell division protein FtsL	fig|6666666.353979.peg.801
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34)	fig|6666666.353979.peg.114
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	fig|6666666.353979.peg.775, fig|6666666.353979.peg.1630
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA(Cytosine32)-2-thiocytidine synthetase	fig|6666666.353979.peg.1350
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	fig|6666666.353979.peg.909
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	fig|6666666.353979.peg.4170
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusA	fig|6666666.353979.peg.4243
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Iron-sulfur cluster assembly ATPase protein SufC	fig|6666666.353979.peg.1936
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusC	fig|6666666.353979.peg.4169
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)	fig|6666666.353979.peg.2571
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenophosphate-dependent tRNA 2-selenouridine synthase	fig|6666666.353979.peg.3081
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-(ms[2]io[6]A)-hydroxylase (EC 1.-.-.-)	fig|6666666.353979.peg.604
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	FIG004453: protein YceG like	fig|6666666.353979.peg.2109
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-dihydrouridine synthase C (EC 1.-.-.-)	fig|6666666.353979.peg.3393
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Queuosine Biosynthesis QueE Radical SAM	fig|6666666.353979.peg.3945
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Rhodanese-related sulfurtransferases	fig|6666666.353979.peg.3847
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Believed to be involved in assembly of Fe-S clusters	fig|6666666.353979.peg.3684
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Chaperone protein HscA	fig|6666666.353979.peg.3686
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTPase and tRNA-U34 5-formylation enzyme TrmE	fig|6666666.353979.peg.40
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA dihydrouridine synthase B (EC 1.-.-.-)	fig|6666666.353979.peg.4107
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cytidine deaminase (EC 3.5.4.5)	fig|6666666.353979.peg.3397
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA dimethylallyltransferase (EC 2.5.1.75)	fig|6666666.353979.peg.514
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	glutamyl-Q-tRNA synthetase	fig|6666666.353979.peg.867
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	COG0613, Predicted metal-dependent phosphoesterases (PHP family)	fig|6666666.353979.peg.1297
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase A (EC 4.2.1.70)	fig|6666666.353979.peg.3525
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA:Cm32/Um32 methyltransferase	fig|6666666.353979.peg.738, fig|6666666.353979.peg.3692
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	fig|6666666.353979.peg.3182
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methoxyuridine) 34 synthase	fig|6666666.353979.peg.1062
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Iron binding protein IscA for iron-sulfur cluster assembly	fig|6666666.353979.peg.3688
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Predicted P-loop ATPase fused to an acetyltransferase COG1444	fig|6666666.353979.peg.3617
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|6666666.353979.peg.3405
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Queuosine Biosynthesis QueC ATPase	fig|6666666.353979.peg.3143
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase C (EC 4.2.1.70)	fig|6666666.353979.peg.3961
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	fig|6666666.353979.peg.3531
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	hypothetical tRNA/rRNA methyltransferase yfiF [EC:2.1.1.-]	fig|6666666.353979.peg.3732
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	fig|6666666.353979.peg.4168
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Iron-sulfur cluster assembly scaffold protein IscU	fig|6666666.353979.peg.3689
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	LSU m3Psi1915 methyltransferase RlmH	fig|6666666.353979.peg.2947
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-guanine transglycosylase (EC 2.4.2.29)	fig|6666666.353979.peg.3181
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Queuosine biosynthesis QueD, PTPS-I	fig|6666666.353979.peg.626, fig|6666666.353979.peg.3944
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA dihydrouridine synthase A (EC 1.-.-.-)	fig|6666666.353979.peg.329
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA-i(6)A37 methylthiotransferase	fig|6666666.353979.peg.2931
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	fig|6666666.353979.peg.15
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	COG1720: Uncharacterized conserved protein	fig|6666666.353979.peg.916
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase	fig|6666666.353979.peg.1063
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Ferredoxin, 2Fe-2S	fig|6666666.353979.peg.3685
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Chaperone protein HscB	fig|6666666.353979.peg.3687
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine 13 synthase (EC 4.2.1.-)	fig|6666666.353979.peg.3931
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Selenide,water dikinase (EC 2.7.9.3)	fig|6666666.353979.peg.2030
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA pseudouridine synthase B (EC 4.2.1.70)	fig|6666666.353979.peg.4014
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Iron-sulfur cluster assembly protein SufD	fig|6666666.353979.peg.1935
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	fig|6666666.353979.peg.3755
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	fig|6666666.353979.peg.3690
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	fig|6666666.353979.peg.1934
RNA Metabolism	RNA processing and modification	tRNA modification Bacteria	Iron-sulfur cluster assembly protein SufB	fig|6666666.353979.peg.1937
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	fig|6666666.353979.peg.15
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	fig|6666666.353979.peg.3973
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	fig|6666666.353979.peg.4170
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusA	fig|6666666.353979.peg.4243
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusC	fig|6666666.353979.peg.4169
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	GTPase and tRNA-U34 5-formylation enzyme TrmE	fig|6666666.353979.peg.40
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	fig|6666666.353979.peg.3531
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	fig|6666666.353979.peg.3690
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	fig|6666666.353979.peg.1934
RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	fig|6666666.353979.peg.4168
RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI (EC 3.1.26.4)	fig|6666666.353979.peg.3271
RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	fig|6666666.353979.peg.904
